ID,Title,Link,titleSlug,Approach,Difficulty,Topics
1342,Number of Steps to Reduce a Number to Zero,Number of Steps to Reduce a Number to Zero,number-of-steps-to-reduce-a-number-to-zero,,Hard,"Bit Manipulation, "
1343,Number of Sub-arrays of Size K and Average Greater than or Equal to Threshold,Number of Sub-arrays of Size K and Average Greater than or Equal to Threshold,number-of-sub-arrays-of-size-k-and-average-greater-than-or-equal-to-threshold,,Medium,"Array, "
1344,Angle Between Hands of a Clock,Angle Between Hands of a Clock,angle-between-hands-of-a-clock,,Medium,"Math, "
1345,Jump Game IV,Jump Game IV,jump-game-iv,,Hard,"Breadth-first Search, "
1346,Check If N and Its Double Exist,Check If N and Its Double Exist,check-if-n-and-its-double-exist,,Medium,"Array, "
1347,Minimum Number of Steps to Make Two Strings Anagram,Minimum Number of Steps to Make Two Strings Anagram,minimum-number-of-steps-to-make-two-strings-anagram,,Hard,"String, "
1348,Tweet Counts Per Frequency,Tweet Counts Per Frequency,tweet-counts-per-frequency,,Medium,"Design, "
1349,Maximum Students Taking Exam,Maximum Students Taking Exam,maximum-students-taking-exam,,Easy,"Dynamic Programming, "
1350,Students With Invalid Departments,Students With Invalid Departments,students-with-invalid-departments,,Hard,
1351,Count Negative Numbers in a Sorted Matrix,Count Negative Numbers in a Sorted Matrix,count-negative-numbers-in-a-sorted-matrix,,Easy,"Array, Binary Search, "
1352,Product of the Last K Numbers,Product of the Last K Numbers,product-of-the-last-k-numbers,,Easy,"Array, Design, "
1353,Maximum Number of Events That Can Be Attended,Maximum Number of Events That Can Be Attended,maximum-number-of-events-that-can-be-attended,,Hard,"Greedy, Sort, Segment Tree, "
1354,Construct Target Array With Multiple Sums,Construct Target Array With Multiple Sums,construct-target-array-with-multiple-sums,,Medium,"Greedy, "
1355,Activity Participants,Activity Participants,activity-participants,,Medium,
1356,Sort Integers by The Number of 1 Bits,Sort Integers by The Number of 1 Bits,sort-integers-by-the-number-of-1-bits,,Hard,"Sort, Bit Manipulation, "
1357,Apply Discount Every n Orders,Apply Discount Every n Orders,apply-discount-every-n-orders,,Medium,"Design, "
1358,Number of Substrings Containing All Three Characters,Number of Substrings Containing All Three Characters,number-of-substrings-containing-all-three-characters,,Easy,"String, "
1359,Count All Valid Pickup and Delivery Options,Count All Valid Pickup and Delivery Options,count-all-valid-pickup-and-delivery-options,,Hard,"Math, Dynamic Programming, "
1360,Number of Days Between Two Dates,Number of Days Between Two Dates,number-of-days-between-two-dates,,Medium,
1361,Validate Binary Tree Nodes,Validate Binary Tree Nodes,validate-binary-tree-nodes,,Medium,"Graph, "
1362,Closest Divisors,Closest Divisors,closest-divisors,,Medium,"Math, "
1363,Largest Multiple of Three,Largest Multiple of Three,largest-multiple-of-three,,Medium,"Math, Dynamic Programming, "
1364,Number of Trusted Contacts of a Customer,Number of Trusted Contacts of a Customer,number-of-trusted-contacts-of-a-customer,,Medium,
1365,How Many Numbers Are Smaller Than the Current Number,How Many Numbers Are Smaller Than the Current Number,how-many-numbers-are-smaller-than-the-current-number,,Easy,"Array, Hash Table, "
1366,Rank Teams by Votes,Rank Teams by Votes,rank-teams-by-votes,,Medium,"Array, Sort, "
1367,Linked List in Binary Tree,Linked List in Binary Tree,linked-list-in-binary-tree,,Easy,"Linked List, Dynamic Programming, Tree, "
1368,Minimum Cost to Make at Least One Valid Path in a Grid,Minimum Cost to Make at Least One Valid Path in a Grid,minimum-cost-to-make-at-least-one-valid-path-in-a-grid,,Easy,"Breadth-first Search, "
1369,Get the Second Most Recent Activity,Get the Second Most Recent Activity,get-the-second-most-recent-activity,,Hard,
1370,Increasing Decreasing String,Increasing Decreasing String,increasing-decreasing-string,,Medium,"String, Sort, "
1371,Find the Longest Substring Containing Vowels in Even Counts,Find the Longest Substring Containing Vowels in Even Counts,find-the-longest-substring-containing-vowels-in-even-counts,,Easy,"String, "
1372,Longest ZigZag Path in a Binary Tree,Longest ZigZag Path in a Binary Tree,longest-zigzag-path-in-a-binary-tree,,Easy,"Dynamic Programming, Tree, "
1373,Maximum Sum BST in Binary Tree,Maximum Sum BST in Binary Tree,maximum-sum-bst-in-binary-tree,,Medium,"Dynamic Programming, Binary Search Tree, "
1374,Generate a String With Characters That Have Odd Counts,Generate a String With Characters That Have Odd Counts,generate-a-string-with-characters-that-have-odd-counts,,Medium,"String, "
1375,Bulb Switcher III,Bulb Switcher III,bulb-switcher-iii,,Hard,"Array, "
1376,Time Needed to Inform All Employees,Time Needed to Inform All Employees,time-needed-to-inform-all-employees,,Hard,"Depth-first Search, "
1377,Frog Position After T Seconds,Frog Position After T Seconds,frog-position-after-t-seconds,,Medium,"Depth-first Search, "
1378,Replace Employee ID With The Unique Identifier,Replace Employee ID With The Unique Identifier,replace-employee-id-with-the-unique-identifier,,Medium,
1379,Find a Corresponding Node of a Binary Tree in a Clone of That Tree,Find a Corresponding Node of a Binary Tree in a Clone of That Tree,find-a-corresponding-node-of-a-binary-tree-in-a-clone-of-that-tree,,Medium,"Tree, "
1380,Lucky Numbers in a Matrix,Lucky Numbers in a Matrix,lucky-numbers-in-a-matrix,,Hard,"Array, "
1381,Design a Stack With Increment Operation,Design a Stack With Increment Operation,design-a-stack-with-increment-operation,,Hard,"Stack, Design, "
1382,Balance a Binary Search Tree,Balance a Binary Search Tree,balance-a-binary-search-tree,,Hard,"Binary Search Tree, "
1383,Maximum Performance of a Team,Maximum Performance of a Team,maximum-performance-of-a-team,,Hard,"Greedy, Sort, "
1384,Total Sales Amount by Year,Total Sales Amount by Year,total-sales-amount-by-year,,Medium,
1385,Find the Distance Value Between Two Arrays,Find the Distance Value Between Two Arrays,find-the-distance-value-between-two-arrays,,Medium,"Array, "
1386,Cinema Seat Allocation,Cinema Seat Allocation,cinema-seat-allocation,,Medium,"Array, Greedy, "
1387,Sort Integers by The Power Value,Sort Integers by The Power Value,sort-integers-by-the-power-value,,Hard,"Sort, Graph, "
1388,Pizza With 3n Slices,Pizza With 3n Slices,pizza-with-3n-slices,,Easy,"Dynamic Programming, "
1389,Create Target Array in the Given Order,Create Target Array in the Given Order,create-target-array-in-the-given-order,,Medium,"Array, "
1390,Four Divisors,Four Divisors,four-divisors,,Medium,"Math, "
1391,Check if There is a Valid Path in a Grid,Check if There is a Valid Path in a Grid,check-if-there-is-a-valid-path-in-a-grid,,Medium,"Depth-first Search, Breadth-first Search, "
1392,Longest Happy Prefix,Longest Happy Prefix,longest-happy-prefix,,Hard,"String, "
1393,Capital Gain/Loss,Capital Gain/Loss,capital-gainloss,,Medium,
1394,Find Lucky Integer in an Array,Find Lucky Integer in an Array,find-lucky-integer-in-an-array,,Easy,"Array, "
1395,Count Number of Teams,Count Number of Teams,count-number-of-teams,,Medium,"Array, "
1396,Design Underground System,Design Underground System,design-underground-system,,Hard,"Design, "
1397,Find All Good Strings,Find All Good Strings,find-all-good-strings,,Medium,"Dynamic Programming, "
1398,Customers Who Bought Products A and B but Not C,Customers Who Bought Products A and B but Not C,customers-who-bought-products-a-and-b-but-not-c,,Hard,
1399,Count Largest Group,Count Largest Group,count-largest-group,,Medium,"Array, "
1400,Construct K Palindrome Strings,Construct K Palindrome Strings,construct-k-palindrome-strings,,Hard,"Greedy, "
1401,Circle and Rectangle Overlapping,Circle and Rectangle Overlapping,circle-and-rectangle-overlapping,,Medium,"Geometry, "
1402,Reducing Dishes,Reducing Dishes,reducing-dishes,,Medium,"Dynamic Programming, "
1403,Minimum Subsequence in Non-Increasing Order,Minimum Subsequence in Non-Increasing Order,minimum-subsequence-in-non-increasing-order,,Medium,"Greedy, Sort, "
1404,Number of Steps to Reduce a Number in Binary Representation to One,Number of Steps to Reduce a Number in Binary Representation to One,number-of-steps-to-reduce-a-number-in-binary-representation-to-one,,Hard,"String, Bit Manipulation, "
1405,Longest Happy String,Longest Happy String,longest-happy-string,,Medium,"Dynamic Programming, Greedy, "
1406,Stone Game III,Stone Game III,stone-game-iii,,Easy,"Dynamic Programming, "
1407,Top Travellers,Top Travellers,top-travellers,,Medium,
1408,String Matching in an Array,String Matching in an Array,string-matching-in-an-array,,Medium,
1409,Queries on a Permutation With Key,Queries on a Permutation With Key,queries-on-a-permutation-with-key,,Medium,"Array, "
1410,HTML Entity Parser,HTML Entity Parser,html-entity-parser,,Medium,"String, Stack, "
1411,Number of Ways to Paint N × 3 Grid,Number of Ways to Paint N × 3 Grid,number-of-ways-to-paint-n-3-grid,,Easy,"Dynamic Programming, "
1412,Find the Quiet Students in All Exams,Find the Quiet Students in All Exams,find-the-quiet-students-in-all-exams,,Medium,
1413,Minimum Value to Get Positive Step by Step Sum,Minimum Value to Get Positive Step by Step Sum,minimum-value-to-get-positive-step-by-step-sum,,Medium,"Array, "
1414,Find the Minimum Number of Fibonacci Numbers Whose Sum Is K,Find the Minimum Number of Fibonacci Numbers Whose Sum Is K,find-the-minimum-number-of-fibonacci-numbers-whose-sum-is-k,,Hard,"Array, Greedy, "
1415,The k-th Lexicographical String of All Happy Strings of Length n,The k-th Lexicographical String of All Happy Strings of Length n,the-k-th-lexicographical-string-of-all-happy-strings-of-length-n,,Easy,"Backtracking, "
1416,Restore The Array,Restore The Array,restore-the-array,,Easy,"Dynamic Programming, "
1417,Reformat The String,Reformat The String,reformat-the-string,,Medium,"String, "
1418,Display Table of Food Orders in a Restaurant,Display Table of Food Orders in a Restaurant,display-table-of-food-orders-in-a-restaurant,,Medium,"Hash Table, "
1419,Minimum Number of Frogs Croaking,Minimum Number of Frogs Croaking,minimum-number-of-frogs-croaking,,Easy,"String, "
1420,Build Array Where You Can Find The Maximum Exactly K Comparisons,Build Array Where You Can Find The Maximum Exactly K Comparisons,build-array-where-you-can-find-the-maximum-exactly-k-comparisons,,Easy,"Dynamic Programming, "
1421,NPV Queries,NPV Queries,npv-queries,,Medium,
1422,Maximum Score After Splitting a String,Maximum Score After Splitting a String,maximum-score-after-splitting-a-string,,Hard,"String, "
1423,Maximum Points You Can Obtain from Cards,Maximum Points You Can Obtain from Cards,maximum-points-you-can-obtain-from-cards,,Easy,"Array, Dynamic Programming, Sliding Window, "
1424,Diagonal Traverse II,Diagonal Traverse II,diagonal-traverse-ii,,Hard,"Array, Sort, "
1425,Constrained Subsequence Sum,Constrained Subsequence Sum,constrained-subsequence-sum,,Easy,"Dynamic Programming, "
1426,Counting Elements,Counting Elements,counting-elements,,Medium,"Array, "
1427,Perform String Shifts,Perform String Shifts,perform-string-shifts,,Hard,"Array, Math, "
1428,Leftmost Column with at Least a One,Leftmost Column with at Least a One,leftmost-column-with-at-least-a-one,,Medium,"Array, "
1429,First Unique Number,First Unique Number,first-unique-number,,Hard,"Hash Table, Design, "
1430,Check If a String Is a Valid Sequence from Root to Leaves Path in a Binary Tree,Check If a String Is a Valid Sequence from Root to Leaves Path in a Binary Tree,check-if-a-string-is-a-valid-sequence-from-root-to-leaves-path-in-a-binary-tree,,Hard,"Tree, "
1431,Kids With the Greatest Number of Candies,Kids With the Greatest Number of Candies,kids-with-the-greatest-number-of-candies,,Medium,"Array, "
1432,Max Difference You Can Get From Changing an Integer,Max Difference You Can Get From Changing an Integer,max-difference-you-can-get-from-changing-an-integer,,Medium,"String, "
1433,Check If a String Can Break Another String,Check If a String Can Break Another String,check-if-a-string-can-break-another-string,,Medium,"String, Greedy, "
1434,Number of Ways to Wear Different Hats to Each Other,Number of Ways to Wear Different Hats to Each Other,number-of-ways-to-wear-different-hats-to-each-other,,Easy,"Dynamic Programming, Bit Manipulation, "
1435,Create a Session Bar Chart,Create a Session Bar Chart,create-a-session-bar-chart,,Medium,
1436,Destination City,Destination City,destination-city,,Hard,"String, "
1437,Check If All 1's Are at Least Length K Places Away,Check If All 1's Are at Least Length K Places Away,check-if-all-1s-are-at-least-length-k-places-away,,Medium,"Array, "
1438,Longest Continuous Subarray With Absolute Diff Less Than or Equal to Limit,Longest Continuous Subarray With Absolute Diff Less Than or Equal to Limit,longest-continuous-subarray-with-absolute-diff-less-than-or-equal-to-limit,,Easy,"Array, Sliding Window, "
1439,Find the Kth Smallest Sum of a Matrix With Sorted Rows,Find the Kth Smallest Sum of a Matrix With Sorted Rows,find-the-kth-smallest-sum-of-a-matrix-with-sorted-rows,,Easy,"Heap, "
1440,Evaluate Boolean Expression,Evaluate Boolean Expression,evaluate-boolean-expression,,Medium,
1441,Build an Array With Stack Operations,Build an Array With Stack Operations,build-an-array-with-stack-operations,,Medium,"Stack, "
1442,Count Triplets That Can Form Two Arrays of Equal XOR,Count Triplets That Can Form Two Arrays of Equal XOR,count-triplets-that-can-form-two-arrays-of-equal-xor,,Easy,"Array, Math, Bit Manipulation, "
1443,Minimum Time to Collect All Apples in a Tree,Minimum Time to Collect All Apples in a Tree,minimum-time-to-collect-all-apples-in-a-tree,,Hard,"Tree, Depth-first Search, "
1444,Number of Ways of Cutting a Pizza,Number of Ways of Cutting a Pizza,number-of-ways-of-cutting-a-pizza,,Easy,"Dynamic Programming, "
1445,Apples & Oranges,Apples & Oranges,apples-oranges,,Medium,
1446,Consecutive Characters,Consecutive Characters,consecutive-characters,,Easy,"String, "
1447,Simplified Fractions,Simplified Fractions,simplified-fractions,,Medium,"Math, "
1448,Count Good Nodes in Binary Tree,Count Good Nodes in Binary Tree,count-good-nodes-in-binary-tree,,Easy,"Tree, Depth-first Search, "
1449,Form Largest Integer With Digits That Add up to Target,Form Largest Integer With Digits That Add up to Target,form-largest-integer-with-digits-that-add-up-to-target,,Easy,"String, Dynamic Programming, "
1450,Number of Students Doing Homework at a Given Time,Number of Students Doing Homework at a Given Time,number-of-students-doing-homework-at-a-given-time,,Medium,"Array, "
1451,Rearrange Words in a Sentence,Rearrange Words in a Sentence,rearrange-words-in-a-sentence,,Medium,"String, Sort, "
1452,People Whose List of Favorite Companies Is Not a Subset of Another List,People Whose List of Favorite Companies Is Not a Subset of Another List,people-whose-list-of-favorite-companies-is-not-a-subset-of-another-list,,Medium,"String, Sort, "
1453,Maximum Number of Darts Inside of a Circular Dartboard,Maximum Number of Darts Inside of a Circular Dartboard,maximum-number-of-darts-inside-of-a-circular-dartboard,,Medium,"Geometry, "
1454,Active Users,Active Users,active-users,,Medium,
1455,Check If a Word Occurs As a Prefix of Any Word in a Sentence,Check If a Word Occurs As a Prefix of Any Word in a Sentence,check-if-a-word-occurs-as-a-prefix-of-any-word-in-a-sentence,,Easy,"String, "
1456,Maximum Number of Vowels in a Substring of Given Length,Maximum Number of Vowels in a Substring of Given Length,maximum-number-of-vowels-in-a-substring-of-given-length,,Hard,"String, Sliding Window, "
1457,Pseudo-Palindromic Paths in a Binary Tree,Pseudo-Palindromic Paths in a Binary Tree,pseudo-palindromic-paths-in-a-binary-tree,,Easy,"Bit Manipulation, Tree, Depth-first Search, "
1458,Max Dot Product of Two Subsequences,Max Dot Product of Two Subsequences,max-dot-product-of-two-subsequences,,Easy,"Dynamic Programming, "
1459,Rectangles Area,Rectangles Area,rectangles-area,,Medium,
1460,Make Two Arrays Equal by Reversing Sub-arrays,Make Two Arrays Equal by Reversing Sub-arrays,make-two-arrays-equal-by-reversing-sub-arrays,,Medium,"Array, "
1461,Check If a String Contains All Binary Codes of Size K,Check If a String Contains All Binary Codes of Size K,check-if-a-string-contains-all-binary-codes-of-size-k,,Medium,"String, Bit Manipulation, "
1462,Course Schedule IV,Course Schedule IV,course-schedule-iv,,Hard,"Graph, "
1463,Cherry Pickup II,Cherry Pickup II,cherry-pickup-ii,,Easy,"Dynamic Programming, "
1464,Maximum Product of Two Elements in an Array,Maximum Product of Two Elements in an Array,maximum-product-of-two-elements-in-an-array,,Medium,"Array, "
1465,Maximum Area of a Piece of Cake After Horizontal and Vertical Cuts,Maximum Area of a Piece of Cake After Horizontal and Vertical Cuts,maximum-area-of-a-piece-of-cake-after-horizontal-and-vertical-cuts,,Medium,"Array, "
1466,Reorder Routes to Make All Paths Lead to the City Zero,Reorder Routes to Make All Paths Lead to the City Zero,reorder-routes-to-make-all-paths-lead-to-the-city-zero,,Easy,"Tree, Depth-first Search, "
1467,Probability of a Two Boxes Having The Same Number of Distinct Balls,Probability of a Two Boxes Having The Same Number of Distinct Balls,probability-of-a-two-boxes-having-the-same-number-of-distinct-balls,,Medium,"Math, Backtracking, "
1468,Calculate Salaries,Calculate Salaries,calculate-salaries,,Medium,
1469,Find All The Lonely Nodes,Find All The Lonely Nodes,find-all-the-lonely-nodes,,Easy,"Tree, Depth-first Search, "
1470,Shuffle the Array,Shuffle the Array,shuffle-the-array,,Hard,"Array, "
1471,The k Strongest Values in an Array,The k Strongest Values in an Array,the-k-strongest-values-in-an-array,,Medium,"Array, Sort, "
1472,Design Browser History,Design Browser History,design-browser-history,,Medium,"Design, "
1473,Paint House III,Paint House III,paint-house-iii,,Easy,"Dynamic Programming, "
1474,Delete N Nodes After M Nodes of a Linked List,Delete N Nodes After M Nodes of a Linked List,delete-n-nodes-after-m-nodes-of-a-linked-list,,Easy,"Linked List, "
1475,Final Prices With a Special Discount in a Shop,Final Prices With a Special Discount in a Shop,final-prices-with-a-special-discount-in-a-shop,,Hard,"Array, "
1476,Subrectangle Queries,Subrectangle Queries,subrectangle-queries,,Medium,"Array, "
1477,Find Two Non-overlapping Sub-arrays Each With Target Sum,Find Two Non-overlapping Sub-arrays Each With Target Sum,find-two-non-overlapping-sub-arrays-each-with-target-sum,,Easy,"Dynamic Programming, "
1478,Allocate Mailboxes,Allocate Mailboxes,allocate-mailboxes,,Easy,"Math, Dynamic Programming, "
1479,Sales by Day of the Week,Sales by Day of the Week,sales-by-day-of-the-week,,Medium,
1480,Running Sum of 1d Array,Running Sum of 1d Array,running-sum-of-1d-array,,Hard,"Array, "
1481,Least Number of Unique Integers after K Removals,Least Number of Unique Integers after K Removals,least-number-of-unique-integers-after-k-removals,,Hard,"Array, Sort, "
1482,Minimum Number of Days to Make m Bouquets,Minimum Number of Days to Make m Bouquets,minimum-number-of-days-to-make-m-bouquets,,Easy,"Array, Binary Search, "
1483,Kth Ancestor of a Tree Node,Kth Ancestor of a Tree Node,kth-ancestor-of-a-tree-node,,Medium,"Dynamic Programming, "
1484,Group Sold Products By The Date,Group Sold Products By The Date,group-sold-products-by-the-date,,Hard,
1485,Clone Binary Tree With Random Pointer,Clone Binary Tree With Random Pointer,clone-binary-tree-with-random-pointer,,Medium,"Hash Table, Tree, Depth-first Search, Breadth-first Search, "
1486,XOR Operation in an Array,XOR Operation in an Array,xor-operation-in-an-array,,Medium,"Array, Bit Manipulation, "
1487,Making File Names Unique,Making File Names Unique,making-file-names-unique,,Medium,"Hash Table, String, "
1488,Avoid Flood in The City,Avoid Flood in The City,avoid-flood-in-the-city,,Medium,"Array, Hash Table, "
1489,Find Critical and Pseudo-Critical Edges in Minimum Spanning Tree,Find Critical and Pseudo-Critical Edges in Minimum Spanning Tree,find-critical-and-pseudo-critical-edges-in-minimum-spanning-tree,,Medium,"Depth-first Search, Union Find, "
1490,Clone N-ary Tree,Clone N-ary Tree,clone-n-ary-tree,,Medium,"Hash Table, Tree, Depth-first Search, Breadth-first Search, "
1491,Average Salary Excluding the Minimum and Maximum Salary,Average Salary Excluding the Minimum and Maximum Salary,average-salary-excluding-the-minimum-and-maximum-salary,,Medium,"Array, Sort, "
1492,The kth Factor of n,The kth Factor of n,the-kth-factor-of-n,,Medium,"Math, "
1493,Longest Subarray of 1's After Deleting One Element,Longest Subarray of 1's After Deleting One Element,longest-subarray-of-1s-after-deleting-one-element,,Easy,"Array, "
1494,Parallel Courses II,Parallel Courses II,parallel-courses-ii,,Hard,"Graph, "
1495,Friendly Movies Streamed Last Month,Friendly Movies Streamed Last Month,friendly-movies-streamed-last-month,,Medium,
1496,Path Crossing,Path Crossing,path-crossing,,Easy,"String, "
1497,Check If Array Pairs Are Divisible by k,Check If Array Pairs Are Divisible by k,check-if-array-pairs-are-divisible-by-k,,Hard,"Array, Math, Greedy, "
1498,Number of Subsequences That Satisfy the Given Sum Condition,Number of Subsequences That Satisfy the Given Sum Condition,number-of-subsequences-that-satisfy-the-given-sum-condition,,Easy,"Sort, Sliding Window, "
1499,Max Value of Equation,Max Value of Equation,max-value-of-equation,,Easy,"Array, Sliding Window, "
1500,Design a File Sharing System,Design a File Sharing System,design-a-file-sharing-system,,Medium,"Array, "
1501,Countries You Can Safely Invest In,Countries You Can Safely Invest In,countries-you-can-safely-invest-in,,Medium,
1502,Can Make Arithmetic Progression From Sequence,Can Make Arithmetic Progression From Sequence,can-make-arithmetic-progression-from-sequence,,Hard,"Array, Sort, "
1503,Last Moment Before All Ants Fall Out of a Plank,Last Moment Before All Ants Fall Out of a Plank,last-moment-before-all-ants-fall-out-of-a-plank,,Medium,"Array, Brainteaser, "
1504,Count Submatrices With All Ones,Count Submatrices With All Ones,count-submatrices-with-all-ones,,Easy,"Dynamic Programming, "
1505,Minimum Possible Integer After at Most K Adjacent Swaps On Digits,Minimum Possible Integer After at Most K Adjacent Swaps On Digits,minimum-possible-integer-after-at-most-k-adjacent-swaps-on-digits,,Hard,"Greedy, "
1506,Find Root of N-Ary Tree,Find Root of N-Ary Tree,find-root-of-n-ary-tree,,Medium,
